V1,V2,V3,V4,V5,journal,month,year,URL,q,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_16_TEXT,Q9_17,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1_1,Q11_1_2,Q11_1_3,Q11_1_4,Q11_1_5,Q11_1_6,Q11_2_1,Q11_2_2,Q11_2_3,Q11_2_4,Q11_2_5,Q11_2_6,Q11_3_1,Q11_3_2,Q11_3_3,Q11_3_4,Q11_3_5,Q11_3_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_6_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_5_TEXT,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_8_TEXT,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_12_TEXT,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_11_TEXT,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22,Q23,Q23_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,
R_bKP3Hedw1OjjOM5,Default Response Set,2012-08-28 18:52:42,2012-08-28 19:04:02,1,Genetics,MAR,2012,,1,1,1,2,3,4,1,Neutral,Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,Other,,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,Strongly disagree,Strongly disagree,.,.,.,.,.,.,.,.,Strongly disagree,,,.,.,.,.,.,Neutral,Neutral,.,.,Strongly agree,,,1,2,3,4,Agree,Neutral,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_2ccCiafDWGbn4C9,Default Response Set,2012-08-28 20:48:00,2012-08-28 20:56:37,1,Genetics,NOV,2011,,2,1,1,2,3,4,1,Agree,Strongly Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Once,Once,Once,A few times,A few times,Never,A few times,Never,Never,Never,Never,A few times,Many times,A few times,,,A few times,1,2,3,4,,,Requires online public archiving,,,,,,Requires online public archiving,,,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,A personal or lab website,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,.,.,Neutral,Neutral,.,.,.,.,Strongly agree,.,Strongly disagree,,,.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,.,Neutral,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Strongly Agree,Strongly Agree,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_eVdB2S3K4VvJLg1,Default Response Set,2012-08-28 20:51:42,2012-08-28 21:01:26,1,Mol. Ecol.,JAN,2012,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,A few times,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,I don't know,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,,,1,2,3,4,1,Neutral,Neutral,.,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,.,.,.,,,.,Strongly agree,.,Neutral,.,Neutral,Neutral,.,.,Neutral,,,1,2,3,4,Disagree,Neutral,postdoc,,1,2,3,4,,1,1,2,3,4,
R_1IffoftpzesGAXX,Default Response Set,2012-08-28 23:49:10,2012-08-29 00:03:33,1,J. Anim. Ecol.,JAN,2012,,1,1,1,2,3,4,1,Somewhat Disagree,Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,Never,Never,,Never,1,2,3,4,,,,,No policy,,,,,,No policy,,,,Requires online public archiving,,,,,,,,We did not collect any data for that publication,Other (please specify),The data were provided by a third party,,,,,Other (please specify),The data can be requested to the data owners.,,,,,,,,,,,Not applicable,,1,2,3,4,1,Agree,.,.,Neutral,.,Neutral,Neutral,Neutral,Neutral,.,Neutral,Strongly disagree,,,.,.,.,Neutral,Neutral,Neutral,.,.,.,.,,,1,2,3,4,Strongly Agree,Agree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_4PI6KxPQzYwehwN,Default Response Set,2012-08-29 01:15:44,2012-08-29 01:19:20,1,Am. Nat.,MAR,2012,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,.,.,Strongly disagree,Neutral,.,.,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,,,.,.,.,Neutral,Neutral,.,.,.,.,.,,,1,2,3,4,Somewhat Disagree,Somewhat Agree,research staff,,1,2,3,4,,1,1,2,3,4,
R_1MQclWmxT8Z6jo9,Default Response Set,2012-08-29 05:18:53,2012-08-29 05:26:16,1,New Phytol.,FEB,2012,,1,1,1,2,3,4,1,Somewhat Disagree,Somewhat Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,Never,,,Never,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Neutral,.,.,Neutral,Neutral,.,Neutral,Neutral,.,.,.,Neutral,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,1,2,3,4,Disagree,Somewhat Agree,non-tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_3ylLTBIra2mW4rr,Default Response Set,2012-08-29 05:57:13,2012-08-29 06:08:27,1,Mol. Biol. Evol.,FEB,2012,,1,1,1,2,3,4,1,Strongly Agree,Disagree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,A few times,A few times,Never,A few times,A few times,A few times,A few times,Never,Never,Never,,Never,A few times,A few times,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Disagree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,"My main concern is that we do research with human subjects in other countries for which we have to agree to restrictions on how the data are used (no medical or commercial research, for example.  Therefore we cannot submit such data to a public repository, but we do make it available upon request to investigators who sign a statement agreeing to comply with the restrictions. I would like to see this in the Data Archiving Policy.",.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,.,.,Strongly agree,,,1,2,3,4,Strongly Agree,Strongly Agree,tenured faculty,,1,2,3,4,"Would be helpful to allow more detailed comments on specific questions, as I tried to do with the Journal Data Policy questions. While I strongly support making data publicly available, sometimes there are restrictions/conditions that we have to comply with in order to carry out the research.  I therefore don't see that any blanket policy can work - one size does NOT fit all.",1,1,2,3,4,
R_8dN4zg869MoFzRH,Default Response Set,2012-08-29 07:24:57,2012-08-29 07:29:21,1,Biol. Lett.,FEB,2012,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,,,,I don't know,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,Neutral,.,Strongly disagree,.,Strongly disagree,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,.,.,Neutral,Neutral,.,.,.,Neutral,.,.,,,1,2,3,4,Somewhat Disagree,Somewhat Disagree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_8et2acGfUYrLUNf,Default Response Set,2012-08-29 08:07:27,2012-08-29 08:13:35,1,Anim. Behav.,FEB,2012,,1,1,1,2,3,4,1,Disagree,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,Recommends online public archiving,,,,,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Agree,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,,,1,2,3,4,Strongly Disagree,Disagree,tenured faculty,,1,2,3,4,Very well designed!,1,1,2,3,4,
R_cMZwY83S185hibb,Default Response Set,2012-08-29 09:09:19,2012-08-29 09:42:02,1,Physiol. Genomics,DEC,2011,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,,,,A few times,A few times,,,,,,,,,,,,,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,,I don't know,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,.,.,.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,1,2,3,4,Neutral,Neutral,non-tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_6FlbcmJEqCIrGId,Default Response Set,2012-08-29 13:24:32,2012-08-29 13:29:52,1,FEBS Lett.,FEB,2012,,1,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Once,Never,Never,Never,Once,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,Requires online public archiving,,,,,,,,,I don't know,ALL datasets are publicly available online,,,,,,,,,,The entire dataset is in the body of the paper,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Agree,.,.,.,.,.,.,.,.,.,.,Strongly disagree,,,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,,,1,2,3,4,Disagree,Strongly Disagree,non-tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_9Y4ZLUOfiIJH3VP,Default Response Set,2012-08-29 16:01:52,2012-08-29 16:25:29,1,BMC Evol. Biol.,MAR,2012,,1,1,1,2,3,4,1,Somewhat Agree,Strongly Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,A few times,,,,,1,2,3,4,,,Requires online public archiving,,,,,,,,,I don't know,,,,,,I don't know,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,Strongly disagree,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Agree,Agree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_ey3AhVyJUZ5we6F,Default Response Set,2012-08-30 01:05:33,2012-08-30 01:22:30,1,Oikos,MAR,2012,,1,1,1,2,3,4,1,Somewhat Disagree,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Many times,Many times,A few times,A few times,A few times,Once,Once,A few times,A few times,A few times,Never,Many times,Many times,A few times,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Agree,.,Strongly agree,.,.,Neutral,Neutral,Strongly disagree,.,.,.,Neutral,,,Neutral,Neutral,.,Strongly disagree,.,.,Neutral,Neutral,Neutral,.,,,1,2,3,4,Strongly Disagree,Strongly Disagree,Other (please specify),Science manager,1,2,3,4,I have collected monthly data for four decades for which I have always had numerous publications in mind - no doubt if this data was available many others would see the same opportunities that I have always seen but without having to put the decades in to collect it.,1,1,2,3,4,
R_aYv5YVyx7FCPcRn,Default Response Set,2012-08-30 01:10:02,2012-08-30 01:30:27,1,Mol. Ecol.,JAN,2012,,1,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,I don't know,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,,,1,2,3,4,1,Strongly Disagree,Neutral,.,.,.,.,.,.,.,.,Strongly disagree,.,,,.,Neutral,.,.,Neutral,.,.,.,.,.,,,1,2,3,4,Agree,Somewhat Agree,postdoc,,1,2,3,4,"The data I deposited is likely to be of less use to other research groups because it is based around a molecular technique that has been rapidly replaced by genomic technologies in recent years (although we were asking a novle question with it). However, I frequently use other people's genomic datasets through NCBI genome resource databases and hope to contribute to these resources as I expand my research into these new technologies.",1,1,2,3,4,
R_9tWItmw4hQrGRRX,Default Response Set,2012-08-30 02:06:02,2012-08-30 02:16:39,1,Biol. J. Linnean Soc.,JAN,2012,,1,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,A few times,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Neutral,.,.,Neutral,Neutral,Neutral,Neutral,.,.,Neutral,Neutral,.,,,.,.,.,Neutral,Neutral,.,.,.,.,Neutral,,,1,2,3,4,Neutral,Neutral,research staff,,1,2,3,4,,1,1,2,3,4,
R_doKco3V80bFZp9H,Default Response Set,2012-08-30 05:08:09,2012-08-30 05:18:32,1,ISME J.,MAR,2012,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,,,Once,,,,,,,,,,A few times,A few times,,,,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Disagree,Neutral,.,.,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,.,Neutral,.,,,Strongly agree,Strongly agree,Strongly agree,.,.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Strongly Agree,Somewhat Agree,research staff,,1,2,3,4,,1,1,2,3,4,
R_d4l10ZFzdX08XwV,Default Response Set,2012-08-30 05:41:38,2012-08-30 05:56:46,1,Ecology,MAR,2012,,1,1,1,2,3,4,1,Agree,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Once,Once,Once,Never,Once,Never,A few times,Never,Once,Once,Never,A few times,Many times,A few times,,,Many times,1,2,3,4,,Recommends online public archiving,,,,,,,Requires online public archiving,,,,,,Requires online public archiving,,,,,SOME but not all of the datasets are publicly available online,,,,,,,A repository for data or research output,,,,,,The dataset has been submitted to a repository and is currently under embargo,We plan to publicly archive the dataset in the future,We plan to share the dataset upon request,,,,,Other (please specify),We are required to make the data publicly available even if we don't want to,,,1,2,3,4,1,Strongly Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,.,Strongly agree,.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,exclusion from collaborative work that can come out of similar data sets,.,.,.,.,.,.,.,.,.,Neutral,,,1,2,3,4,Strongly Agree,Somewhat Agree,research staff,,1,2,3,4,"It would be useful to know how many data originators are included in future use of data as collaborators once the data is publicly available. The statement of I am pleased to increase collaborations seems to suggest that this is a certainly when it seems that equally likely is the concept that once data is publicly available, there is very little chance of being included as collaborators.",1,1,2,3,4,
R_d0FjpYhnXNF6w05,Default Response Set,2012-08-30 07:32:21,2012-08-30 07:41:52,1,Mol. Ecol.,DEC,2011,,2,1,1,2,3,4,1,Neutral,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Once,Never,Once,Never,Never,Never,Never,A few times,A few times,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,We considered publicly archiving data and decided not to,,,,,,,1,2,3,4,1,Agree,.,.,.,.,.,Neutral,Neutral,.,.,Strongly agree,,Strongly agree,people will use the data that we have spent a lot of money and time collecting to answer questions/investigate areas that we want to do in the future,.,Neutral,Neutral,.,.,Neutral,Neutral,Neutral,.,Neutral,,,1,2,3,4,Strongly Disagree,Strongly Disagree,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_eXxdjx8drFI3Xyl,Default Response Set,2012-08-30 12:51:21,2012-08-30 13:03:47,1,Biol. Conserv.,NOV,2011,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Once,Never,Never,A few times,Never,Never,Once,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,,,1,2,3,4,1,Disagree,Neutral,Neutral,Neutral,.,.,Neutral,Neutral,Neutral,.,Neutral,Neutral,,,.,.,Neutral,Neutral,Neutral,.,.,.,Neutral,.,,,1,2,3,4,Agree,Agree,Other (please specify),independent researcher,1,2,3,4,,1,1,2,3,4,
R_6fh4j2i0SMuDQ0d,Default Response Set,2012-08-27 23:45:32,2012-08-27 23:45:48,0,Plant J.,NOV,2011,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1TfCmzmMoHBDyIt,Default Response Set,2012-08-27 23:42:22,2012-08-27 23:47:56,0,J. Exp. Bot.,JAN,2012,,1,1,1,2,3,4,1,Strongly Agree,Strongly Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,A few times,A few times,A few times,A few times,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,A few times,,,A few times,1,2,3,4,,,,,,I don't know,,,,Other,,,,,,Other,,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,A repository for data or research output,,,,,,The dataset has been submitted to a repository and is currently under embargo,,,,,,,,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6xvM9uXqn24aRrT,Default Response Set,2012-08-27 23:42:09,2012-08-27 23:52:32,0,Plant J.,DEC,2011,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Somewhat Agree,Neutral,Neutral,Strongly disagree,.,.,.,Strongly disagree,.,.,.,.,,,.,.,.,Neutral,Neutral,.,.,.,.,.,,,1,2,3,4,Somewhat Agree,Agree,postdoc,,1,2,3,4,,,,,,,
R_6J7mSews5cQBNml,Default Response Set,2012-08-27 23:54:57,2012-08-27 23:55:06,0,Ecology,MAR,2012,,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8iU32r6jmvU0WmF,Default Response Set,2012-08-27 23:52:55,2012-08-27 23:56:15,0,New Phytol.,JAN,2012,,1,1,1,2,3,4,1,Strongly Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,,,Never,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eyP5afeUyVoZDH7,Default Response Set,2012-08-27 23:58:00,2012-08-27 23:59:06,0,Conserv. Genet.,FEB,2012,,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_42THfB2DCtKdxzL,Default Response Set,2012-08-27 23:54:32,2012-08-28 00:00:27,0,Anim. Behav.,JAN,2012,,1,1,1,2,3,4,1,Somewhat Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,A few times,A few times,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Agree,.,.,Neutral,.,Neutral,Neutral,.,.,.,.,Neutral,,,Neutral,.,.,.,.,.,.,.,.,Neutral,,,1,2,3,4,Somewhat Agree,Agree,non-tenured faculty,,1,2,3,4,,,,,,,
R_3lo79sRVqWo59Ah,Default Response Set,2012-08-28 00:00:47,2012-08-28 00:02:50,0,New Phytol.,JAN,2012,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_es8rmajoovG1dFH,Default Response Set,2012-08-28 00:02:02,2012-08-28 00:04:38,0,BMC Evol. Biol.,MAR,2012,,1,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eYcA1IM5TfzjO5f,Default Response Set,2012-08-28 00:09:01,2012-08-28 00:14:01,0,Genetics,FEB,2012,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,A few times,A few times,Never,,,,,,,Never,Never,A few times,A few times,A few times,,,A few times,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dnDelZvLyM0tiM5,Default Response Set,2012-08-28 00:02:04,2012-08-28 00:14:21,0,Oecologia,MAR,2012,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,.,.,Neutral,.,Neutral,Neutral,.,.,.,.,Neutral,,,.,.,.,.,.,.,.,Strongly agree,.,.,,,1,2,3,4,Agree,Neutral,postdoc,,1,2,3,4,,,,,,,
R_emNRA1z8O944aTb,Default Response Set,2012-08-28 00:08:40,2012-08-28 00:21:38,0,J. Evol. Biol.,FEB,2012,,1,1,1,2,3,4,1,Strongly Agree,Neutral,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,.,.,.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,.,Strongly disagree,,,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,,,1,2,3,4,Disagree,Strongly Disagree,student,,1,2,3,4,,,,,,,
