"","ResponseID","StartDate","EndDate","Finished","journal","month","year","URL","q","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","Q8_1","Q8_2","Q8_3","Q8_4","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q9_15","Q9_16","Q9_17","Q10_1","Q10_2","Q10_3","Q10_4","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q15_1","Q15_2","Q15_3","Q15_4","Q16","Q17","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q19_6","Q19_7","Q19_8","Q19_9","Q19_10","Q19_11","Q19_11_TEXT","Q20_1","Q20_2","Q20_3","Q20_4","Q21","Q22","Q23","Q23_TEXT","Q24_1","Q24_2","Q24_3","Q24_4","Q26","Q27_1","Q27_2","Q27_3","Q27_4","X","Q11_1","Q11_2","Q11_3"
"307","R_0wdcgTlL97lCpuI","2011-02-19 02:31:09","2011-02-19 02:54:13","1","J. Exp. Bot.","OCT","2010","","2","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","1 paper","1","2","3","4","A few times","A few times","A few times","A few times","Never","Never","Never","Once","Once","Never","Never","Never","A few times","A few times",NA,"A few times","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Disagree","Strongly Agree","Strongly Agree","Neutral","Neutral","Neutral","Strongly Agree",NA,"Strongly Agree","Strongly Agree",NA,"Strongly Agree",NA,"Neutral","Neutral","Neutral","Neutral",NA,"Neutral","Neutral",NA,NA,"Neutral","","","1","2","3","4","Somewhat Agree","Somewhat Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"No policy","No policy","I don't know"
"308","R_1RL76i9WRFQuRHC","2011-02-16 10:35:03","2011-02-16 10:39:07","0","Proc. R. Soc. B-Biol. Sci.","NOV","2010","","1","1","1","2","3","4","1","Neutral","Somewhat Disagree","1","2","3","4","1 paper","1","2","3","4","A few times","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"309","R_8nTvNft5lrcGBuI","2011-02-16 21:39:46","2011-02-16 21:39:53","0","Proc. R. Soc. B-Biol. Sci.","NOV","2010","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"310","R_8qfIX7URUPpIam8","2011-02-17 05:29:33","2011-02-17 05:31:25","0","Mol. Ecol.","NOV","2010","","1","1","1","2","3","4","1","Strongly Agree","Agree","1","2","3","4","Not sure","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"311","R_07iz5wVO6YZnWEA","2011-02-21 23:00:22","2011-02-21 23:52:41","1","PLoS. Biol.","NOV","2010","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","A few times","Never","A few times","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","The dataset has been submitted to a repository and is currently under embargo","","","","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly disagree","","1","2","3","4","Agree","Agree","research staff","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","Recommends online public archiving","Recommends online public archiving"
"312","R_1AgB2MwT2Eb9UHy","2011-02-20 13:52:40","2011-02-20 14:10:05","0","Biol. Conserv.","NOV","2010","","1","1","1","2","3","4","1","Strongly Disagree","Strongly Disagree","1","2","3","4","None","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Disagree",NA,"Strongly Agree",NA,NA,"Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Disagree","Strongly Disagree","Other (please specify)","government employee","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"313","R_cUdIuiMrmZuagYs","2011-02-21 01:39:04","2011-02-21 01:46:14","0","FEBS Lett.","NOV","2010","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","2-4 papers","1","2","3","4","A few times","Once","Never","A few times","Never","Never","Once",NA,"Never","Never","Once","Never","A few times","Never","Never","Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Agree","Strongly Agree","Strongly Agree","Neutral",NA,NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Neutral","Neutral","Neutral","","","1","2","3","4","Somewhat Agree","Disagree","non-tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","Other","Other"
"314","R_2r9fjdXv7QWnmfO","2011-02-20 14:32:41","2011-02-20 14:47:56","0","B","","","","1","1","1","2","3","4","1","Neutral","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral","Neutral","","1","2","3","4","Somewhat Agree","Somewhat Agree","postdoc","","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"315","R_0jGMWAMwFN0YWnq","2011-02-19 15:54:52","2011-02-19 15:56:41","0","Plant J.","NOV","2010","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"316","R_eSgv4wuezrzAtVy","2011-02-24 20:44:43","2011-02-24 21:00:59","1","Oikos","DEC","2010","","1","1","1","2","3","4","1","Neutral","Somewhat Agree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Once","Never","Never","Never","Never","Never","Once","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","I don't know","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral",NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,"","","1","2","3","4","Disagree","Disagree","student","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"317","R_d5tHxQ0fIDx8mNK","2011-02-24 20:58:39","2011-02-24 21:13:20","1","Ecol. Appl.","DEC","2010","","1","1","1","2","3","4","1","Neutral","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Once","Once","Never","Once","A few times","Once","Once","Never","Once","Never","Never","Never","Once","A few times",NA,"Once","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Disagree","Strongly Agree",NA,"Neutral",NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"Neutral",NA,"Neutral",NA,NA,NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Somewhat Agree","Somewhat Agree","research staff","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","I don't know","No policy"
"318","R_aeBvlRPM4Vvc49C","2011-02-24 21:19:29","2011-02-24 21:23:29","1","Behav. Ecol. Sociobiol.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Disagree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Somewhat Disagree",NA,"Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree",NA,"Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","","","1","2","3","4","Somewhat Disagree","Neutral","student","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"319","R_b3MGQVwXKPMFOE4","2011-02-24 21:28:36","2011-02-24 21:34:19","1","Proc. R. Soc. B-Biol. Sci.","NOV","2010","","2","1","1","2","3","4","1","Somewhat Disagree","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once",NA,"Never","1","2","3","4","","","","","","Other (please specify)","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,"Neutral",NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Agree","","","1","2","3","4","Somewhat Agree","Somewhat Agree","non-tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"320","R_6zXUpE0Lk5jEdZa","2011-02-24 21:32:29","2011-02-24 21:46:00","1","Oecologia","NOV","2010","","2","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","None","1","2","3","4","A few times","A few times","Once","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never","A few times","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,"Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","","","1","2","3","4","Strongly Agree","Neutral","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","No policy"
"321","R_agT5p5yfYllWkxC","2011-02-24 21:53:06","2011-02-24 22:03:55","1","Heredity","DEC","2010","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Strongly Agree",NA,"Strongly Disagree","Strongly Disagree",NA,"Neutral","Neutral","Neutral",NA,"","","1","2","3","4","Somewhat Agree","Neutral","research staff","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","No policy"
"322","R_4Pbby68XDNyVPve","2011-02-24 21:59:53","2011-02-24 22:11:49","1","J. Anim. Ecol.","NOV","2010","","2","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","2-4 papers","1","2","3","4","A few times","Once","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Somewhat Agree",NA,NA,"Neutral",NA,"Neutral","Neutral","Strongly Disagree",NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,NA,NA,"Strongly Agree","Neutral",NA,"","","1","2","3","4","Strongly Agree","Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
"323","R_b2G8HGkxnbgVx52","2011-02-24 22:15:43","2011-02-24 22:24:30","1","Conserv. Biol.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Disagree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","","","1","2","3","4","Somewhat Agree","Disagree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","Recommends online public archiving","I don't know"
"324","R_3KwS4EqYgQkXk2w","2011-02-24 22:38:19","2011-02-24 22:46:08","1","J. Mol. Evol.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","5+ papers","1","2","3","4","Never","Never","Never","Many times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","A few times",NA,"A few times","1","2","3","4","","","","I don't know","","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree",NA,NA,NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Strongly Agree","Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","No policy"
"325","R_1FCH9FWNf93j4xe","2011-02-24 23:14:45","2011-02-24 23:25:03","1","Am. Nat.","DEC","2010","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","None","1","2","3","4","Once","Never",NA,"Once","Never","Never","Never","Never","Once","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral","Neutral","Neutral",NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","","","1","2","3","4","Somewhat Disagree","Somewhat Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
"326","R_eJzL1F74wmFVNt2","2011-02-24 23:21:05","2011-02-24 23:31:40","1","Oecologia","DEC","2010","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","None","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Somewhat Agree",NA,NA,NA,"Neutral",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,"Neutral",NA,"","","1","2","3","4","Somewhat Agree","Neutral","postdoc","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","No policy"
"327","R_3qsKeYVF1NY95I0","2011-02-25 00:01:11","2011-02-25 00:07:14","1","Mol. Ecol.","DEC","2010","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","2-4 papers","1","2","3","4","A few times",NA,NA,"A few times",NA,NA,NA,NA,NA,NA,NA,NA,"Once",NA,NA,NA,"1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","A repository for data or research output","","","","","","","We plan to share the dataset upon request","","","We wanted to publicly archive the data but were not able to, due to resource limitations","","","","","1","2","3","4","1","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Agree","Neutral",NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","research staff","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
"328","R_07onqgSEJnvbc6U","2011-02-24 23:46:11","2011-02-25 00:08:40","1","J. Mol. Evol.","DEC","2010","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","1 paper","1","2","3","4","Once","Never","Never","Never","Never","Never","Never","Once","Never","Once","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","1","2","3","4","1","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,"Strongly Agree",NA,"Strongly Agree","","","1","2","3","4","Strongly Agree","Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
"329","R_3CnCEQItVLMVnus","2011-02-25 00:05:16","2011-02-25 00:12:34","1","Oecologia","DEC","2010","","1","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","None","1","2","3","4","A few times","A few times","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Disagree",NA,"Neutral","Neutral",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"330","R_dbTK68mZjjM7yaU","2011-02-25 00:12:17","2011-02-25 00:18:32","1","Plant J.","DEC","2010","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never",NA,"A few times","A few times","Never","Never","Never","Never","Never","Never","Many times","Many times","A few times",NA,"A few times","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","","A personal or lab website","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Somewhat Agree",NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Agree",NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Disagree","Disagree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"No policy","No policy","No policy"
"331","R_5bcaXuVDt7WH0Mc","2011-02-25 00:16:38","2011-02-25 00:38:26","1","Biol. J. Linnean Soc.","NOV","2010","","2","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","None","1","2","3","4","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Somewhat Agree",NA,"Strongly Agree","Strongly Disagree",NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Somewhat Agree","student","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"332","R_cImNFIDavVFV2GU","2011-02-25 00:39:25","2011-02-25 00:47:45","1","Am. Nat.","DEC","2010","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,NA,"Neutral","Strongly Agree","Strongly Agree",NA,NA,"Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","student","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","Recommends online public archiving"
"333","R_0jgCI4NbhHIUO2M","2011-02-25 00:54:43","2011-02-25 00:59:09","1","Funct. Ecol.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","A few times","A few times","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once","Never","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","NONE of the datasets are publicly available online","","","","","","","","","","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Agree","Somewhat Disagree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"I don't know","Recommends online public archiving","Recommends online public archiving"
"334","R_6XKVifyXqGdjfj6","2011-02-25 00:53:49","2011-02-25 01:14:44","1","Conserv. Genet.","DEC","2010","","1","1","","","","","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","Not sure","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","","A personal or lab website","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Neutral","Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"No policy","No policy","No policy"
"335","R_02ojILtQoPK0wII","2011-02-25 01:46:58","2011-02-25 01:50:35","1","Faseb J.","DEC","2010","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","I don't know","","","","","","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,"","","1","2","3","4","Agree","Neutral","postdoc","","1","2","3","4","1","1","2","3","4",NA,"No policy","No policy","No policy"
"336","R_ba8MruszGgL6JdW","2011-02-25 01:49:28","2011-02-25 01:53:47","1","Biol. J. Linnean Soc.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Once","A few times","Once","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","We plan to publicly archive the dataset in the future","","","","","","","","","1","2","3","4","1","Somewhat Agree",NA,"Strongly Agree",NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","","1","2","3","4","Somewhat Agree","Neutral","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","I don't know"
"337","R_cuvfgU5JjQP5cfW","2011-02-25 01:49:43","2011-02-25 02:00:56","1","Ecology","NOV","2010","","2","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","2-4 papers","1","2","3","4","A few times","A few times","Once","A few times","Never","Never","Never","Never","Once","Never","Never","Never","Never","Once","Never","Once","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","1","2","3","4","1","Disagree",NA,NA,"Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,"","","1","2","3","4","Agree","Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
"338","R_9S0J4c3cjG2o3Vq","2011-02-25 01:45:22","2011-02-25 02:01:20","1","Mol. Ecol.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Disagree","Somewhat Agree","","","","","5+ papers","1","2","3","4","A few times","A few times","Never","Once",NA,"Never","Never","Never","Once","Once","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Disagree",NA,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Neutral","Strongly Disagree",NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Neutral","Neutral",NA,".","","1","2","3","4","Somewhat Agree","Agree","non-tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
