sent_date,year,data_month,journal,note
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:24 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:26 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:28 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:30 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:33 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:34 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:34 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:34 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:34 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:34 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:34 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:34 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:34 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:37 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:39 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:41 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:41 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:41 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:41 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:41 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:43 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:44 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:44 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:44 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:44 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:44 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:44 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:46 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:47 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:49 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:51 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:52 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:23:54 2011,2011,MAR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:32 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:34 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:36 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:38 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:40 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:42 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:43 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:43 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:43 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:43 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:43 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:43 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:43 2011,2011,APR,unknown,INITIAL
Sat Jun 25 10:29:45 2011,2011,APR,unknown,INITIAL
